document	source
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Plugins/TeamCherry.Localization.dll
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Prefabs/Managers/_GameManager.prefab
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Prefabs/UI/Wish Granted Prompt New.prefab
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Prefabs/UI/Wish Promised Prompt.prefab
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Prefabs/UI/_UIManager.prefab
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Resources/Languages/
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Resources/Languages/EN_Quests.txt
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Resources/LocalizationProjectSettings.asset
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Hornet/Bone_East_Umbrella.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Hornet/Shellwood_10.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Menu_Title.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Opening_Sequence.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Pre_Menu_Intro.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scenes/Pre_Menu_Loader.unity
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/AddressablesLoadScene.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/BasicNPCBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/BasicQuestBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ChangePositionByLanguage.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/CollectableItem.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/CollectableItemPickup.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/CurrencyManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/EnemyJournalManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/FastTravelScenes.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/FloatingCrestSlotsData.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/FullQuestBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/RunDialogueBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SavedItemGetV2.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetPlayerDataVariable.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetShopItemPurchasedV2.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/InteractManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/InteractableBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/InventoryPaneList.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/LocalizationProjectSettings.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ManagerSingleton.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/MapSceneRegion.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/NPCControlBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/QuestItemBoard.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/QuestList.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/QuestManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/QuestTargetCounter.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/SerializableNamedList.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ShopItem.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ShopOwnerBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ToolCrest.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ToolCrestsData.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ToolItem.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ToolItemManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/Assembly-CSharp/ToolItemsData.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/FSM/QuestActions/GetQuestRewardV2.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/FSM/QuestActions/QuestFsmAction.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/FSM/QuestActions/ShowQuestBoard.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/00_Bootstrap/CoreLoop.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/00_Bootstrap/StartGameEventTrigger.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/00_Bootstrap/StartManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/01_Core/GameManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/02_Player/HeroActions.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/02_Player/InputSystem/InputManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/ActivateIfPlayerdataTrue.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/Breakable.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/BridgeLever.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/ConveyorBelt.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/DropPlatform.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/LiftPlatform.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/RestBench.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/04_World_Environment/TriggerEnterEvent.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/05_Scenes_Travel/QuitToMenu.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/AutoSaveName.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/GameSettings.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/PersistentActivator.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/PersistentItem.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/PlayerData.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/PlayerDataTest.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveDataUpgradeHandler.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveDataUtility.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveFileCodec.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveGameData.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveGameV2.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveRestoreHandler.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/ShopItemStats.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/AutoLocalizeTextUI.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/ChangeFontByLanguage.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/DialogueBox.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/GameMap.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/ShopMenuStock.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/07_UI_Localization/UIManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/OpeningSequence.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/09_Platform_Input_Achievements/AchievementHandler.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/09_Platform_Input_Achievements/DesktopPlatform.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/09_Platform_Input_Achievements/NativeInputModuleManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/09_Platform_Input_Achievements/Platform.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/09_Platform_Input_Achievements/VibrationManager.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/Game/11_Actors_Quests
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/GlobalEnums/WeaverSpireAbility.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/GlobalSettings/Gameplay.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/GlobalSettings/GlobalSettings.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/GlobalSettings/GlobalSettingsBase.cs
Docs/AgentReference/30_SYSTEMS_AND_PROGRESSION.md	Assets/Scripts/ProjectCode/UnityNamespaceExtensions/UI/SaveSlotButton.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/AddressableAssetsData/AssetGroups/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/PlayMaker/Actions/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/PlayMaker/Templates/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/PlayMaker/Templates/hornet_sprint.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Plugins/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Plugins/PlayMaker.dll
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Plugins/PlayMaker/WebGL/PlayMaker.dll
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Plugins/TeamCherry.SharedUtils.dll
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Prefabs/Heroes/Hero_Hornet.prefab
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Resources/PlayMakerGlobals.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scenes/Pre_Menu_Loader.unity
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/AddressableInstance.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/AddressableReferenceGameObject.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/AddressablesLoadScene.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/AsyncLoadOrderingManager.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/CustomPlayerLoop.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/EventBase.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/IInitialisable.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/ObjectPool.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/Assembly-CSharp/SceneObjectPool.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/BuildSupport/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/MixedIntegrations/PlayMakerActions/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/FSM/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/FSM/00_Core/EventRegister.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/FSM/00_Core/FSMActivator.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/FSM/00_Core/FSMUtility.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/Game/12_Utilities/ActiveRecycler.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/Game/12_Utilities/ObjectPoolExtensions.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/Game/12_Utilities/PersonalObjectPool.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/Game/12_Utilities/StartupPool.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ProjectCode/TeamCherry/ObjectPool/ObjectPool.cs
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/TeamCherry/TeamCherry.TK2D/TeamCherry.TK2D.asmdef
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Docs/CombatResearch/tools/fsm_decode.py
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	Packages/manifest.json
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	ProjectSettings/EditorBuildSettings.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	ProjectSettings/GraphicsSettings.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	ProjectSettings/Physics2DSettings.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	ProjectSettings/ProjectSettings.asset
Docs/AgentReference/40_RUNTIME_AND_DEPENDENCIES.md	ProjectSettings/ProjectVersion.txt
Docs/AgentReference/50_REUSE_IN_AN_EMPTY_PROJECT.md	Assets/Scripts/ProjectCode/
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Assets/Animations/Knight.prefab
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Assets/Scenes/Hornet/Coral_36.unity
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Assets/Scenes/Hornet/Coral_Judge_Arena.unity
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Docs/CombatResearch/tools/fsm_decode.py
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Docs/SceneResearch/Bone_02_Readable.md
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	Docs/ShaderRecovery
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	ProjectSettings/Physics2DSettings.asset
Docs/AgentReference/90_COVERAGE_AND_LIMITS.md	tools/shader_readability/ShaderCompileComparison.cs
Docs/AgentReference/README.md	Assets/AddressableAssetsData/
Docs/AgentReference/README.md	Assets/Animation Controllers/
Docs/AgentReference/README.md	Assets/AnimationClip/
Docs/AgentReference/README.md	Assets/Animations/
Docs/AgentReference/README.md	Assets/AnimatorController/
Docs/AgentReference/README.md	Assets/AnimatorOverrideController/
Docs/AgentReference/README.md	Assets/Audio/
Docs/AgentReference/README.md	Assets/AudioClip/
Docs/AgentReference/README.md	Assets/Collections/
Docs/AgentReference/README.md	Assets/Data Assets/
Docs/AgentReference/README.md	Assets/Editor/
Docs/AgentReference/README.md	Assets/GameObject/
Docs/AgentReference/README.md	Assets/Material/
Docs/AgentReference/README.md	Assets/Materials/
Docs/AgentReference/README.md	Assets/MonoBehaviour/
Docs/AgentReference/README.md	Assets/PlayMaker/
Docs/AgentReference/README.md	Assets/Prefabs/
Docs/AgentReference/README.md	Assets/Resources/
Docs/AgentReference/README.md	Assets/Scenes/
Docs/AgentReference/README.md	Assets/Scripts/Assembly-CSharp/
Docs/AgentReference/README.md	Assets/Scripts/MixedIntegrations/
Docs/AgentReference/README.md	Assets/Scripts/ProjectCode/
Docs/AgentReference/README.md	Assets/Scripts/TeamCherry/TeamCherry.TK2D/
Docs/AgentReference/README.md	Assets/Scripts/ThirdParty/
Docs/AgentReference/README.md	Assets/Shader/
Docs/AgentReference/README.md	Assets/Shaders/
Docs/AgentReference/README.md	Assets/Sprite/
Docs/AgentReference/README.md	Assets/Texture2D/
Docs/AgentReference/README.md	Assets/Textures/
Docs/AgentReference/README.md	Docs/ShaderRecovery
