source	namespace	owner_type	kind	symbol	line	end_line	signature
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	parent	16	17	"[Tooltip(""Optional Parent."")] public FsmGameObject parent;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	spawnPoint	19	20	"[Tooltip(""Optional Spawn Point."")] public FsmGameObject spawnPoint;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	position	22	23	"[Tooltip(""Position. If a Spawn Point is defined, this is used as a local offset from the Spawn Point position."")] public FsmVector3 position;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	rotation	25	26	"[Tooltip(""Rotation. NOTE: Overrides the rotation of the Spawn Point."")] public FsmVector3 rotation;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	storeObject	28	30	"[UIHint(UIHint.Variable)] [Tooltip(""Optionally store the created object."")] public FsmGameObject storeObject;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	networkInstantiate	33	34	"[Tooltip(""Use Network.Instantiate to create a Game Object on all clients in a networked game."")] public FsmBool networkInstantiate;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	field_declaration	networkGroup	36	37	"[Tooltip(""Usually 0. The group number allows you to group together network messages which allows you to filter them if so desired."")] public FsmInt networkGroup;"
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	method_declaration	Reset	40	52	public override void Reset()
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	method_declaration	OnEnter	54	113	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/CreateObject.cs	HutongGames.PlayMaker.Actions	CreateObject	method_declaration	AutoName	116	119	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions		class_declaration	DeactivateSelf	7	73	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Deactivate the GameObject that owns the FSM."")] public class DeactivateSelf : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	field_declaration	delay	11	14	"[Tooltip(""Seconds to wait before deactivating. "" + ""Can be useful to let other actions finish first. E.g. a fade-out effect."" + ""\nNOTE: If you use a delay and the FSM switches away from this state before it is finished, the GameObject will not be deactivated."")] public FsmFloat delay;"
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	field_declaration	realTime	16	17	"[Tooltip(""Ignore any time scaling."")] public FsmBool realTime;"
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	field_declaration	elapsedTime	19	19	private float elapsedTime;
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	Reset	21	24	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	OnEnter	26	35	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	OnUpdate	37	46	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	DoDeactivateSelf	48	54	private void DoDeactivateSelf()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	AutoName	58	63	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/DeactivateSelf.cs	HutongGames.PlayMaker.Actions	DeactivateSelf	method_declaration	GetProgress	65	70	public override float GetProgress()
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions		class_declaration	DestroyComponent	7	49	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Destroys a Component of an Object."")] public class DestroyComponent : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""The GameObject that owns the Component."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	field_declaration	component	15	18	"[RequiredField] [UIHint(UIHint.ScriptComponent)] [Tooltip(""The name of the Component to destroy."")] public FsmString component;"
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	field_declaration	aComponent	20	20	Component aComponent;
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	method_declaration	Reset	22	27	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	method_declaration	OnEnter	29	34	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DestroyComponent.cs	HutongGames.PlayMaker.Actions	DestroyComponent	method_declaration	DoDestroyComponent	37	48	void DoDestroyComponent(GameObject go)
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions		class_declaration	DestroyObject	7	70	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Destroys a Game Object."")] public class DestroyObject : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""The GameObject to destroy."")] public FsmGameObject gameObject;"
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	field_declaration	delay	15	17	"[HasFloatSlider(0, 5)] [Tooltip(""Optional delay before destroying the Game Object."")] public FsmFloat delay;"
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	field_declaration	detachChildren	19	20	"[Tooltip(""Detach children before destroying the Game Object."")] public FsmBool detachChildren;"
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	method_declaration	Reset	25	30	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	method_declaration	OnEnter	32	53	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	method_declaration	OnUpdate	55	58	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/DestroyObject.cs	HutongGames.PlayMaker.Actions	DestroyObject	method_declaration	AutoName	62	65	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions		class_declaration	DestroyObjects	7	57	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Destroys GameObjects in an array."")] public class DestroyObjects : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions	DestroyObjects	field_declaration	gameObjects	11	14	"[RequiredField] [ArrayEditor(VariableType.GameObject)] [Tooltip(""The GameObjects to destroy."")] public FsmArray gameObjects;"
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions	DestroyObjects	field_declaration	delay	16	18	"[HasFloatSlider(0, 5)] [Tooltip(""Optional delay before destroying the Game Objects."")] public FsmFloat delay;"
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions	DestroyObjects	field_declaration	detachChildren	20	21	"[Tooltip(""Detach children before destroying the Game Objects."")] public FsmBool detachChildren;"
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions	DestroyObjects	method_declaration	Reset	23	27	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DestroyObjects.cs	HutongGames.PlayMaker.Actions	DestroyObjects	method_declaration	OnEnter	29	56	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions		class_declaration	DestroySelf	9	84	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Destroys the Owner of the FSM! Useful for spawned Prefabs that need to kill themselves, e.g., a projectile that explodes on impact."")] public class DestroySelf : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	field_declaration	delay	13	16	"[Tooltip(""Seconds to wait before destroying the owner. "" + ""Can be useful to let other actions finish first. E.g. a fade-out effect."" + ""\nNOTE: If you use a delay and the FSM switches away from this state before it is finished, the owner will not be destroyed!"")] public FsmFloat delay;"
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	field_declaration	realTime	18	19	"[Tooltip(""Ignore any time scaling."")] public FsmBool realTime;"
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	field_declaration	detachChildren	21	22	"[Tooltip(""Detach children before destroying the Owner. This allows children to survive, useful to allow FX to fade out etc."")] public FsmBool detachChildren;"
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	field_declaration	elapsedTime	24	24	private float elapsedTime;
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	Reset	26	31	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	OnEnter	33	42	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	OnUpdate	44	53	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	DoDestroySelf	55	66	private void DoDestroySelf()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	AutoName	70	75	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/DestroySelf.cs	HutongGames.PlayMaker.Actions	DestroySelf	method_declaration	GetProgress	77	82	public override float GetProgress()
Assets/PlayMaker/Actions/GameObject/DetachChildren.cs	HutongGames.PlayMaker.Actions		class_declaration	DetachChildren	7	34	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Unparents all children from the Game Object."")] public class DetachChildren : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/DetachChildren.cs	HutongGames.PlayMaker.Actions	DetachChildren	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""GameObject to unparent children from."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/DetachChildren.cs	HutongGames.PlayMaker.Actions	DetachChildren	method_declaration	Reset	15	18	public override void Reset()
Assets/PlayMaker/Actions/GameObject/DetachChildren.cs	HutongGames.PlayMaker.Actions	DetachChildren	method_declaration	OnEnter	20	25	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/DetachChildren.cs	HutongGames.PlayMaker.Actions	DetachChildren	method_declaration	DoDetachChildren	27	33	static void DoDetachChildren(GameObject go)
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions		class_declaration	FindChild	7	57	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Finds the Child of a GameObject by Name.\nNote, you can specify a path to the child, e.g., LeftShoulder/Arm/Hand/Finger. "" + ""If you need to specify a tag, use {{GetChild}}."")] public class FindChild : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	field_declaration	gameObject	12	14	"[RequiredField] [Tooltip(""The GameObject to search."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	field_declaration	childName	16	18	"[RequiredField] [Tooltip(""The name of the child. Note, you can specify a path to the child, e.g., LeftShoulder/Arm/Hand/Finger"")] public FsmString childName;"
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	field_declaration	storeResult	20	23	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the child in a GameObject variable."")] public FsmGameObject storeResult;"
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	method_declaration	Reset	25	30	public override void Reset()
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	method_declaration	OnEnter	32	37	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	method_declaration	DoFindChild	39	49	void DoFindChild()
Assets/PlayMaker/Actions/GameObject/FindChild.cs	HutongGames.PlayMaker.Actions	FindChild	method_declaration	AutoName	52	55	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions		class_declaration	FindClosest	8	115	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Finds the closest object to the specified Game Object.\nOptionally filter by Tag and Visibility."")] public class FindClosest : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	gameObject	12	14	"[RequiredField] [Tooltip(""The GameObject to measure from."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	withTag	16	19	"[RequiredField] [UIHint(UIHint.Tag)] [Tooltip(""Only consider objects with this Tag. NOTE: It's generally a lot quicker to find objects with a Tag!"")] public FsmString withTag;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	ignoreOwner	21	22	"[Tooltip(""If checked, ignores the object that owns this FSM."")] public FsmBool ignoreOwner;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	mustBeVisible	24	25	"[Tooltip(""Only consider objects visible to the camera."")] public FsmBool mustBeVisible;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	storeObject	27	29	"[UIHint(UIHint.Variable)] [Tooltip(""Store the closest object."")] public FsmGameObject storeObject;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	storeDistance	31	33	"[UIHint(UIHint.Variable)] [Tooltip(""Store the distance to the closest object."")] public FsmFloat storeDistance;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	field_declaration	everyFrame	35	36	"[Tooltip(""Repeat every frame"")] public bool everyFrame;"
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	method_declaration	Reset	39	48	public override void Reset()
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	method_declaration	OnEnter	50	58	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	method_declaration	OnUpdate	60	63	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/FindClosest.cs	HutongGames.PlayMaker.Actions	FindClosest	method_declaration	DoFindClosest	65	114	void DoFindClosest()
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions		class_declaration	FindGameObject	7	87	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Finds a Game Object by Name and/or Tag."")] public class FindGameObject : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	field_declaration	objectName	11	12	"[Tooltip(""The name of the GameObject to find. You can leave this empty if you specify a Tag."")] public FsmString objectName;"
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	field_declaration	withTag	14	16	"[UIHint(UIHint.Tag)] [Tooltip(""Find a GameObject with this tag. If Object Name is specified then both name and Tag must match."")] public FsmString withTag;"
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	field_declaration	store	18	21	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the result in a GameObject variable."")] public FsmGameObject store;"
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	method_declaration	Reset	23	28	public override void Reset()
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	method_declaration	OnEnter	30	34	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	method_declaration	Find	36	67	void Find()
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	method_declaration	ErrorCheck	69	77	public override string ErrorCheck()
Assets/PlayMaker/Actions/GameObject/FindGameObject.cs	HutongGames.PlayMaker.Actions	FindGameObject	method_declaration	AutoName	80	83	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions		class_declaration	GetChild	7	97	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Finds the Child of a GameObject by Name and/or Tag. Use this to find attach points etc. NOTE: This action will search recursively through all children and return the first match; To find a specific child use Find Child."")] public class GetChild : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""The GameObject to search."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	field_declaration	childName	15	16	"[Tooltip(""The name of the child to search for."")] public FsmString childName;"
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	field_declaration	withTag	18	20	"[UIHint(UIHint.Tag)] [Tooltip(""The Tag to search for. If Child Name is set, both name and Tag need to match."")] public FsmString withTag;"
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	field_declaration	storeResult	22	25	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the result in a GameObject variable."")] public FsmGameObject storeResult;"
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	method_declaration	Reset	27	33	public override void Reset()
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	method_declaration	OnEnter	35	40	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	method_declaration	DoGetChildByName	42	86	static GameObject DoGetChildByName(GameObject root, string name, string tag)
Assets/PlayMaker/Actions/GameObject/GetChild.cs	HutongGames.PlayMaker.Actions	GetChild	method_declaration	ErrorCheck	88	95	public override string ErrorCheck()
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions		class_declaration	GetChildCount	7	59	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Gets the number of children that a GameObject has."")] public class GetChildCount : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""The GameObject to test."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	field_declaration	storeResult	15	18	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the number of children in an int variable."")] public FsmInt storeResult;"
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	field_declaration	everyFrame	20	21	"[Tooltip(""Repeat every frame. Useful if you're waiting for a specific count."")] public bool everyFrame;"
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	method_declaration	Reset	23	28	public override void Reset()
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	method_declaration	OnEnter	30	38	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	method_declaration	OnUpdate	40	43	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	method_declaration	DoGetChildCount	45	51	void DoGetChildCount()
Assets/PlayMaker/Actions/GameObject/GetChildCount.cs	HutongGames.PlayMaker.Actions	GetChildCount	method_declaration	AutoName	54	57	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions		class_declaration	GetChildNum	7	51	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Gets the Child of a GameObject by Index.\nE.g., O to get the first child. HINT: Use this with an integer variable to iterate through children."")] public class GetChildNum : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""The GameObject to search."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	field_declaration	childIndex	15	17	"[RequiredField] [Tooltip(""The index of the child to find (0 = first child)."")] public FsmInt childIndex;"
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	field_declaration	store	19	22	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the child in a GameObject variable."")] public FsmGameObject store;"
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	method_declaration	Reset	24	29	public override void Reset()
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	method_declaration	OnEnter	31	36	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	method_declaration	DoGetChildNum	38	42	GameObject DoGetChildNum(GameObject go)
Assets/PlayMaker/Actions/GameObject/GetChildNum.cs	HutongGames.PlayMaker.Actions	GetChildNum	method_declaration	AutoName	46	49	public override string AutoName()
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions		class_declaration	GetDistance	7	60	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Measures the Distance betweens 2 Game Objects and stores the result in a Float Variable."")] public class GetDistance : FsmStateAction"
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	field_declaration	gameObject	11	13	"[RequiredField] [Tooltip(""Measure distance from this GameObject."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	field_declaration	target	15	17	"[RequiredField] [Tooltip(""Target GameObject."")] public FsmGameObject target;"
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	field_declaration	storeResult	19	22	"[RequiredField] [UIHint(UIHint.Variable)] [Tooltip(""Store the distance in a float variable."")] public FsmFloat storeResult;"
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	field_declaration	everyFrame	24	25	"[Tooltip(""Repeat every frame."")] public bool everyFrame;"
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	method_declaration	Reset	27	33	public override void Reset()
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	method_declaration	OnEnter	35	43	public override void OnEnter()
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	method_declaration	OnUpdate	44	47	public override void OnUpdate()
Assets/PlayMaker/Actions/GameObject/GetDistance.cs	HutongGames.PlayMaker.Actions	GetDistance	method_declaration	DoGetDistance	49	58	void DoGetDistance()
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions		class_declaration	GetDistanceXYZ	7	127	"[ActionCategory(ActionCategory.GameObject)] [Tooltip(""Measures the Distance between a GameObject and a target GameObject/Position. "" + ""If both GameObject and Position are defined, position is taken a local offset from the GameObject's position."")] public class GetDistanceXYZ : ComponentAction<Transform>"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	gameObject	12	14	"[RequiredField] [Tooltip(""Measure distance from this GameObject."")] public FsmOwnerDefault gameObject;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	target	16	17	"[Tooltip(""Measure distance to this GameObject (or set world position below)."")] public FsmGameObject target;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	position	19	20	"[Tooltip(""World position or local offset from target GameObject, if defined."")] public FsmVector3 position;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	storeDistance	22	24	"[UIHint(UIHint.Variable)] [Tooltip(""Store the distance in a float variable."")] public FsmFloat storeDistance;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	space	26	27	"[Tooltip(""Space used to measure the distance in. E.g. along the world X axis or the GameObject's local X axis."")] public Space space;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	storeXDistance	29	31	"[UIHint(UIHint.Variable)] [Tooltip(""Store the distance along the X axis."")] public FsmFloat storeXDistance;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	storeYDistance	33	35	"[UIHint(UIHint.Variable)] [Tooltip(""Store the distance along the Y axis."")] public FsmFloat storeYDistance;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	storeZDistance	37	39	"[UIHint(UIHint.Variable)] [Tooltip(""Store the distance along the Z axis."")] public FsmFloat storeZDistance;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	everyFrame	41	42	"[Tooltip(""Repeat every frame."")] public bool everyFrame;"
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	property_declaration	gameObjectTransform	44	47	private Transform gameObjectTransform
Assets/PlayMaker/Actions/GameObject/GetDistanceXYZ.cs	HutongGames.PlayMaker.Actions	GetDistanceXYZ	field_declaration	cachedTargetGameObject	49	49	private GameObject cachedTargetGameObject;
