source	guid	sha256	bytes	lines	game_objects	mono_behaviours	fsms	sprite_renderers	animators	audio_sources	colliders_2d	prefab_instances
Assets/Collections/Hornet NPCs/HH Patron Right Cln Data/HH Patron Right Cln.prefab	3b2948fc37ccd1e4a8e8fda451f61eae	b890b9a7da1f6d1cf7194135d767936ffb904f8d091dbe04d6da03b3ae676c18	25899	919	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Hunter Fan Inside Cln Data/Hunter Fan Inside Cln.prefab	d1620982820cd04428ac093c8f87e627	460b2b7a1acd9a1a2a53f03627ee25ab4274b1c2e9815f96d46636e21757a543	67234	2376	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Hunter Fan Outside Cln Data/Hunter Fan Outside Cln.prefab	a2797083f454e394db855951a8135c3b	97173d243ca8f1c8e04cb83dd67471c26caa8ab4321d885ad7b6ed18749d61d9	94986	3363	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Huntress Cln Data/Huntress Cln.prefab	dc203fadfeb0a874180f39e91c25d14d	e14c4ca0dad5608da286b8bb0388ab75b42c86845907d9fffd2c7a3375ae416f	28884	1013	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Huntress Runt Cln Data/Huntress Runt Cln.prefab	28b19580368966a40ae93008082e846e	7efca97123d000b9268e5e7b0f2ac6cde513c26cd1b6245dd59069f2131e3735	61015	2188	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Lady Bug Cln Data/Lady Bug Cln.prefab	d44d2b19ad4756440b1aeef9ed9eaf6a	4c4e4a02951085d83fa2d0f5f8ef5399e4b62c2a740098d4ce17f479fd110409	103134	3692	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Last Conductor NPC Cln Data/Last Conductor NPC Cln.prefab	57bd486232765b54ebe0ad1b0cac61b2	f42674e3d17bb3c28a3e836df289e97a2278060c4e5ca5dbeebc72afee055f43	16666	590	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Librarian Cln Data/Librarian Cln.prefab	ea4f059ebf9631b49ab541e4fdebd715	110f5f4aae4b4c840e0a9a1bcf9062482d3b229accf52ce7621006c43ecc3646	74455	2658	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Mapper Cln Data/Mapper Cln.prefab	21d5636b696306f4591e9f8e4839458c	1a8d69a1c89b2ddc84287c1ffd2ae522c94c9fac3be15964a130d12b842deafb	260020	9144	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Mapper Sit Cln Data/Mapper Sit Cln.prefab	49262085bf7df58438c7602cdc64712f	bbd8d60924d5f4561da670cbee0dda076e0f0848b568a1cb1d07533ab3b439be	52663	1859	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Mottled Ant Child Cln Data/Mottled Ant Child Cln.prefab	0eaedf2c46099844aad74176ec827c4b	2db1ec6b06641e7e36580c9bf8969445ba0adbdbeea4e717fc7facc782eeea23	43155	1530	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Peak Mask Maker Cln Data/Peak Mask Maker Cln.prefab	5a356bae292b46b4d82e5746bababb72	f2e376c0ad5481d805832922635416e98c414dd5a6dcdce226da179fc2246852	65990	2329	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pilgrim Fisher NPC Cln Data/Pilgrim Fisher NPC Cln.prefab	37b1e730ba7d88c489a230dbb7bde720	57f16155c7ecfbf6ffb93a595662eacda4f7fa487f7b4eb3a0ab7590da2aac79	56007	2000	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pilgrim Stomper NPC Cln Data/Pilgrim Stomper NPC Cln.prefab	1d0f4bb193dcf1c4fad20222b4942ad2	9f3c5dfbbc763e13d8a18d11ee86ae3434063d90eb455781410dc18166a66d52	23302	825	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pilgrims Rest Shop Cln Data/Pilgrims Rest Shop Cln.prefab	33bf51d719134314ebd2ded6825dd056	13d8c92fb94c417da01a120f68eed05978511d7c58daf9d5c6d5c78af232ba97	33810	1201	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pin Pilgrim Cln Data/Pin Pilgrim Cln.prefab	8a931a6687006834db934b4685ffaa40	22719a3154692f2ff41d5dc8fa17e8f7c0ab829b834ee0f644e1f4ee4db94f42	24841	872	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pinstress Interior Ground Sit Cln Data/Pinstress Interior Ground Sit Cln.prefab	719edb906a23c954b9de8a3db372cf3f	61f623c52bcf380eab9fef32efd38fd241a68e874ffe4501932399c99fbf5400	52503	1859	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pinstress Interior NPC Cln Data/Pinstress Interior NPC Cln.prefab	55ad27a14d908d4408c17e74eb3614ab	ed2872be9437cfecfc54ac8aab29d82e81db130c3a6e1b338d810a91ade12969	57950	2047	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Pinstress Interior Sit NPC Cln Data/Pinstress Interior Sit NPC Cln.prefab	2105e305a5ee4534c827407b934d0c3d	8fc874228d24201dda6a53430c178a96ea925cca209f8cb346bf86755b836fed	30111	1060	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Plinney Inside Cln Data/Plinney Inside Cln.prefab	1a65b44467e50034fa05700510145690	e286b6336cc7968c947d74e1892549841c9ff879ef97182ebbb43f9c6b1bde3d	31146	1107	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Plinney Outside Cln Data/Plinney Outside Cln.prefab	465ff0e589843104d8566e4197f3b04a	ed253386905c3b92712abc30bd7a175004f93a92cc9f99f15b65d000b1493665	46985	1671	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Relic Dealer Cln Data/Relic Dealer Cln.prefab	ff2fab3f469c7a14c8a98813a40aa427	5ea89dc646232f3c5ce8ae387b150794738f16037090a37dda92e0f71a78d555	70500	2517	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Seamstress Cln Data/Seamstress Cln.prefab	5724e5310b2e21142beef165b54738fa	8b7c7c0e845934b0f7bf3f81b0aade5649a541bacfc4c62215b3ca8694917133	64476	2282	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Seth NPC Cln Data/Seth NPC Cln.prefab	89608f64946e0a64590d07cfd299ab0f	30e2cfdda3556a50f1deebdac6db3cd1f6a0d46dbc69d3617ff8f22e8fc156ab	38140	1342	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Seth Stand NPC Cln Data/Seth Stand NPC Cln.prefab	a045885b244534c45a41b65ed2c0919d	32e19fa336e2c6672b07ab90142380bd41272d4807644dae02fc49f3c8e7897a	52847	1859	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Slab Prisoner Cln Data/Slab Prisoner Cln.prefab	29af7cd83de0d694da5951946337b3fb	6027eefe33e6b3f76920517f88b43c6c6630868ccd8ea52abc4c823559699449	29650	1060	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Snail Shamans Cln Data/Snail Shamans Cln.prefab	0f27ce20b4f93bd4d82c278d68696512	0320fc27951a977f1ce1af566a74d5d9e2046df1d0e4777fdb437b23dee89ab1	205703	7268	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Sprintmaster Cln Data/Sprintmaster Cln.prefab	f64cc177f224f1243b077ad3233fa9d0	250079f704435ee739bede0576cefbd0ee55da86889350128e28c3f5e21f04db	137184	4914	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Sprintmaster Companion Cln Data/Sprintmaster Companion Cln.prefab	0cacbc05f5463b9498ac0e339795dc83	bb09efd91cebfb8b7fd913a7e6d12d3d21040eca8f636ddd04c09a98718399a4	87496	3081	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Steel Sentinel Cln Data/Steel Sentinel Cln.prefab	5bdf798c4b275984ba9212d793a35d01	c29885583f856e4861d3a6d6c71a0c102180f7f37ad89cc3965d21c50167d2ae	39044	1389	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Tiny Brood Mother Cln Data/Tiny Brood Mother Cln.prefab	0a01e9b8de1d77248b3441998122e615	c448accdb917dc025c85c202da0eabc0e01b67cd84c0fd47f1287c711d67cbfa	23571	825	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Understore Large Worker Cln Data/Understore Large Worker Cln.prefab	d048cf27d853e4c4087368a3a75bf20b	a616bf600c1e8a158ff65f20607b7c29d5e0949cc751f6049e844a4749bac20a	25779	919	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Understore Small Cln Data/Understore Small Cln.prefab	ee550c6a5d792fa448edfc20201d1bde	ece941148163e0deb91d853f2f3a8b27d66ca5b357dedcac38abacbb04e97aaa	96765	3457	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Updraft Flier Cln Data/Updraft Flier Cln.prefab	66ec24a04d960c74890e0ad4d9c7a7da	b1cc21356d5c020f9ada11e61503bf9146ad4b66c3bb6b00f1623cd3e93575cf	33970	1201	1	1	0	0	0	0	0	0
Assets/Collections/Hornet NPCs/Wood Witch Cln Data/Wood Witch Cln.prefab	dc99388a27be14d4d96356959ea1224d	d55305810613e4759243081beee94c444175aefb0ca32720b7db04bea0bc0c6e	62460	2246	1	1	0	0	0	0	0	0
Assets/Collections/Hornet Revenge Crystal Cln Data/Hornet Revenge Crystal Cln.prefab	5f9a0566e6ac20848983f0d3b79c57ad	4436309fd3711485afc7789e488fead5669ccdfd1a29b8158a93c7ca5c76dec2	22209	778	1	1	0	0	0	0	0	0
Assets/Collections/Hornet Strung Up Cln Data/Hornet Strung Up Cln.prefab	d19b1974986f55440b8af434011e9244	4401dda7526a3a128d50010156c63f6fca908b14e08d1ce0581a4f6e69de0f58	41032	1436	1	1	0	0	0	0	0	0
Assets/Collections/Hornet_Needolin_Windy Data/Hornet_Needolin_Windy.prefab	3fc6c2fd2aa603b46a813918f9e956fd	b2ab1025878c0921a75e45d70366d35e822a3ff9bd3a4db55e187e09e15ceb17	81763	2846	1	1	0	0	0	0	0	0
Assets/Collections/Knight Data/Knight.prefab	3f4d9d6376d359348a4555fe49e6ca15	e9bb0b6e1dc12a45cd5a5e3698072acf4d403387cef7357f5820b91c267bfda7	2441146	85995	1	1	0	0	0	0	0	0
Assets/Collections/Knight Hatchling Cln Data/Knight Hatchling Cln.prefab	e37c3993fc9dca94784c83d2ff078f79	1172f7dc00d03c97998d3bcc6cdfdc033efbc3f284ebea4eb61c8f573e674100	74004	2611	1	1	0	0	0	0	0	0
Assets/Collections/Knight Slash Cln Data/Knight Slash Cln.prefab	eac6fd6e7c7ef6e4eab3e99c438b2a43	684f7c0d8ea4d6d54b4bbe2095aa1ae62b0dd23e0686b961711903c0e719d409	49436	1719	1	1	0	0	0	0	0	0
Assets/Collections/Last Judge Cln Data/Last Judge Cln.prefab	3336476a6a9f1c04494c903542a7a257	5752679bf24b9542d087a5bada80f5909810daffb8e08a77089a77451e8bdae6	132767	4670	1	1	0	0	0	0	0	0
Assets/Collections/Lightbearer Cln Data/Lightbearer Cln.prefab	e4368b8edd52d394782979327ea39f97	0a2db8b1f0945e17a5fd0a4a0159dad134e2841a8c28f1d4a89eedf03cb52e8b	125416	4444	1	1	0	0	0	0	0	0
Assets/Collections/Lilypad Fly Cln Data/Lilypad Fly Cln.prefab	e78e8471968e89142b4b1a91d9d3d0b1	b6a868798aba4ea83266d2707754de77e4f8ad21888edba8542a483c7c0965be	35342	1248	1	1	0	0	0	0	0	0
Assets/Collections/Lilypad Plat Cln Data/Lilypad Plat Cln.prefab	707846f2d181ebd4aa234e9ef001fd64	9813e96ba32458a1eb2bf16fa62b8ba1f1074b797b45e0542202b7166db25670	29738	1060	1	1	0	0	0	0	0	0
Assets/Collections/Memory Spider Cln Data/Memory Spider Cln.prefab	67cca7f19ec3db8438616bff77ac06ff	1517cf016f65ce72cb2c2d446f004627505102af8eb654efd1711ac035f70896	31400	1107	1	1	0	0	0	0	0	0
Assets/Collections/Memory Weaver Cln Data/Memory Weaver Cln.prefab	3d7a4ac1cf6c33d41925e8b2a9b4d972	771340eb7aa9e9187ef1808d32f799bf2ffd8030c23bffaed0463481db8d36c7	100914	3551	1	1	0	0	0	0	0	0
Assets/Collections/Mite Cln Data/Mite Cln.prefab	8822ed5864e258e419d9f9ef82cb952e	d728929799cdf2c28b96db615a4a82a89a6ea83fbe9108cabcdf4619b41654e2	63130	2235	1	1	0	0	0	0	0	0
Assets/Collections/Mite Heavy Cln Data/Mite Heavy Cln.prefab	8cec6361a6f97db46adc5c184c97b8a2	ac7354e98013509d42b5be839298c636ed94ded2b2ad23c6bd4f3ab366bddab1	56065	2001	1	1	0	0	0	0	0	0
Assets/Collections/Mite Trap Cln Data/Mite Trap Cln.prefab	6a3efcee11bb45e488a66703c934873e	73f075036811e692a5388c50063ae070fd498ccfae3225a4e7ae94a5c271bb8b	30149	1060	1	1	0	0	0	0	0	0
Assets/Collections/Moss Creep Cln Data/Moss Creep Cln.prefab	1aaa894b6381bca4daf1fc9d95f6199d	54b3c027605ad1a1f1b012307dfed3bbd373d85c313382f145f2ce86884d03be	27019	966	1	1	0	0	0	0	0	0
Assets/Collections/Moss Vine Cln Data/Moss Vine Cln.prefab	8e01e16a6212e2e499db2dd53a970283	f360aeca01b96a1dbbb1f5a6da44ff8d53166341c362f56b3aae0c10e99fc8f2	23309	825	1	1	0	0	0	0	0	0
Assets/Collections/Mr Mushroom Cln Data/Mr Mushroom Cln.prefab	849569bfc37fb1647b56825cac7428d1	74a8625884d22f7e7ea52bedf6f704c07d8061bc0b8fcf51ed8eeec547442dc8	192121	6794	1	1	0	0	0	0	0	0
Assets/Collections/Nuu Window Cln Data/Nuu Window Cln.prefab	fd33226875b9c9343aa27d7991284856	268ac4ccceece2ecf84898093850b3eaafe277037c02a2ba63a3921b4aba5ddd	12570	449	1	1	0	0	0	0	0	0
Assets/Collections/Phantom Cln Data/Phantom Cln.prefab	0ceec4d62da61364ca8ec71df0a6944c	67635c53851230f370c9acf4726385b1bc32b4b144cbc5192c47a6973e194069	297003	10442	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim 02 Song Cln Data/Pilgrim 02 Song Cln.prefab	d2ea868508b433544b0dcf163ca7c5f4	4c459e41669dac0d3138e1b21fcd5f2a1741ce3b1a036fa2792b323c5582cee6	73751	2611	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim 03 Understore Cln Data/Pilgrim 03 Understore Cln.prefab	e985d4e2873376c44adb6fc291567aff	b2937c610d6135a38b33e8e8fea64ee601473734af0253290abb0f82476505a4	66187	2376	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim BellThrower Data/Pilgrim BellThrower Cln.prefab	a6584ea9581f43048b261de6afa3e519	15c1f27b662bc50144ede96967e033e7de90aa8ba9538d55d2f1100da2053cc6	86208	3035	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Bellthrower Fly Cln Data/Pilgrim Bellthrower Fly Cln.prefab	3f80c9dab5001da409b589a2b9c3a3d3	58a3214f5678d4ce0f4e956b4f976565bda6a306ffd321d66f4a11e26c3589f8	59973	2141	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Bouncer Cln Data/Pilgrim Bouncer Cln.prefab	86c34c9ebe440e8479f7412634907508	cab7e1b0d02fb18ca0c013e6341ad5e7a60e917a6b703072935d0e715344568e	67943	2399	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Chest Cln Data/Pilgrim Chest Cln.prefab	2256c21e72e34624fb175aba1fcd2f3b	c23efbf471405c99139269878d7ba8607ec8b2b6e13d1258f0cefc12a3715a3d	11472	402	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Fisher Enemy Cln Data/Pilgrim Fisher Enemy Cln.prefab	fe9b88a35be9beb4b95d78991243a502	6669b3b3feedafdc8d34d0a9d039edde823e0d632866f6c589470699a52b4443	53501	1906	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Song Stomper Cln Data/Pilgrim Song Stomper Cln.prefab	ea5183c6a90a7c44eaaf721ac6d04b8e	b2d881e2bab60c3f9a6d2497e6d732ce0e7bd519a415470a122b4e65dba1879e	48052	1718	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim StaffWielder Cln Data/Pilgrim StaffWielder Cln.prefab	2f7951c18e91b6841a0540828cafda94	677c0041d06ef3862f5ab412830ab881f325127d078acf81da4e306bcf7889d9	85264	3034	1	1	0	0	0	0	0	0
Assets/Collections/Pilgrim Trap Cln Data/Pilgrim Trap Cln.prefab	d66b60f31c2b7ba4ca6b64543b8e4d6f	3ebb914fd6507f18fd04cc149954d0e0135c095cc0149d0d44a8d1efee5cdc67	18073	637	1	1	0	0	0	0	0	0
Assets/Collections/Poke Swimmer Cln Data/Poke Swimmer Cln.prefab	3f63c7c7746ba1840831b7251518a67e	9eaba0054b35fb8041ce4854f512374b4bd6c77e163e25bbad1633eee05bb986	20430	731	1	1	0	0	0	0	0	0
Assets/Collections/Pond Skater Cln Data/Pond Skater Cln.prefab	1238f64274d7a5f4184de87b37609081	8dd53adc2513f2c06f3e6183e34d689c9d7787e6cc818ab275eddc6d6b6790f2	42000	1483	1	1	0	0	0	0	0	0
Assets/Collections/Prompts Cln Data/Prompts Cln.prefab	a98da0071baaed444bc453321b1b5002	867c27df2f8668d0c5dc47edd21b19f849bfb83a79fb376214294081e4870fe1	191276	6794	1	1	0	0	0	0	0	0
Assets/Collections/Propellor Cln Data/Propellor Cln.prefab	bdbb5bd9501d96040833dad18d918b35	703583fc2322dda57347ea654377b7ead69cfd35e2226b082922b1c7ea0a851d	24852	872	1	1	0	0	0	0	0	0
Assets/Collections/Raptured Citadel Cln Data/Raptured Citadel Cln.prefab	a93acd8b1a03f794fa335b5df47c7f81	fb1a8ae5de1809f13cde3d5927ad2556ea7cd4b7e32c33d93dfd3aa021b21c2c	27239	955	1	1	0	0	0	0	0	0
Assets/Collections/Roachfeeder Short Cln Data/Roachfeeder Short Cln.prefab	ef2ee6eeacbfd1f4fbb8ac930daa0f18	8fa908e47b269f26782f511afa6eb151a854251acf9ec9b1c5100c93d0acc699	64078	2283	1	1	0	0	0	0	0	0
Assets/Collections/Roachfeeder Tall Cln Data/Roachfeeder Tall Cln.prefab	8b3366218bb54384184cead2739a5989	6ae49344b3b2afdc16d0717edb61cf3bd0966c82961d86f042f0c4731a876167	68455	2423	1	1	0	0	0	0	0	0
Assets/Collections/Roachkeeper Chef Cln Data/Roachkeeper Chef Cln.prefab	c447692d1fbbc4d4fac00778792b3059	5f6162bdf7a05d6b8d0a2f28c6de61b953e792bcc1f68c29185aacb6af236feb	111124	3927	1	1	0	0	0	0	0	0
Assets/Collections/Roachkeeper Chef Tiny Cln Data/Roachkeeper Chef Tiny Cln.prefab	6c682b625c7159545a8537562cfddb29	e7d9c71b9629fd1a262a7439458beb69dbc99ce38156dc6f5f293990c691fd00	67793	2423	1	1	0	0	0	0	0	0
Assets/Collections/Rock Roller Cln Data/Rock Roller Cln.prefab	f1f1fc56297f3eb4495d0d06aff5cda8	ce659ae898336412d963a33db0023096dd5b906c02cb5778dee5ffb1b7bcdedb	55355	1954	1	1	0	0	0	0	0	0
Assets/Collections/Rosary Pilgrim Cln Data/Rosary Pilgrim Cln.prefab	b059fd97a83ea9b408f3570ee8cb11eb	fd2276925e57c96e02e8468fec0af40db7dec67d9683ef9949674ed30825027b	93767	3316	1	1	0	0	0	0	0	0
Assets/Collections/Rosary Thief Cln Data/Rosary Thief Cln.prefab	a692b413079dfac41a3bcc0fb53b14f0	1318465e0182a376fbf7452a7b80974b371a7adc5800824c3a13a62a93ff1f6f	122381	4350	1	1	0	0	0	0	0	0
Assets/Collections/Ruins Lift Cln Data/Ruins Lift Cln.prefab	0558c962028a9b6468f447c410afc355	cdd77515f95c536082c8977514eeb97fd84c859a3502df4896ffe0ece2ae1250	62738	2282	1	1	0	0	0	0	0	0
Assets/Collections/Scholar Cln Data/Scholar Cln.prefab	1c72b43c44dc4c14b83fd0251acb8525	422a9a07243f5a8426bf166f72356ad7aa4a7db2da449a9ec87dd4b7e7e09864	145660	5149	1	1	0	0	0	0	0	0
Assets/Collections/Scrollkeeper Cln Data/Scrollkeeper Cln.prefab	ac96c7cc972fe004ab59e10f182ed9e3	f359080ad0dc303f42aca5c09768eddc790c6a65aeb1a622251da947a32de830	148780	5243	1	1	0	0	0	0	0	0
Assets/Collections/Seth Cln Data/Seth Cln.prefab	83cf6f61ea4bc3342aee3f68c9a4a156	fe6f0f02edd9f87a7349483da35b5c7ca37d7e775afa1461d41f73a58e249a04	259100	9144	1	1	0	0	0	0	0	0
Assets/Collections/Shade Data/Shade.prefab	46d88267c4498f7468e50c82de66f697	7ad4ebb85c162b8cce64954414059303f001c037354742565de7cec85b9edb26	226613	8016	1	1	0	0	0	0	0	0
Assets/Collections/Shakra Rest Cln Data/Shakra Rest Cln.prefab	10d27879e0f684149833dc1d3224a225	bc33be17c082246705a7ce7f0384062c169863829f28da38d2ee5a59a95f89b2	35326	1248	1	1	0	0	0	0	0	0
Assets/Collections/Shell Fossil Mimic Cln Data/Shell Fossil Mimic Cln.prefab	3ea36c14f6ce3e04eba99834ec88f0da	1f787a573d2ae920dffe593ba7d01f97709858fa525889539fb405a0fa9d6562	36837	1295	1	1	0	0	0	0	0	0
Assets/Collections/Shellwood Bounce Bloom Cln Data/Shellwood Bounce Bloom Cln.prefab	a51bd58e4284de54c84ea7da1881a40e	284f97b41b64a204b7bcc230546bcbbde3208b1aeecb1015a59a56eff00441f5	12914	449	1	1	0	0	0	0	0	0
Assets/Collections/Shellwood Vine Cln Data/Shellwood Vine Cln.prefab	146251f52b992484a8b3d350c8f4bf31	fdd09afc8a1bad45719490c1b2dccbec9f58a716ac7e7f1b5c0d1c84292fb2a3	7502	261	1	1	0	0	0	0	0	0
Assets/Collections/Shellwood Wasp Cln Data/Shellwood Wasp Cln.prefab	a513d2fff85443e4181a25020d2819db	a6f13949ccdcf39adec28657d0ab521a816bd67945cbe185fce3d964fc730596	44173	1531	1	1	0	0	0	0	0	0
Assets/Collections/Sherma Caretaker Cln Data/Sherma Caretaker Cln.prefab	3a61072c8e0b5144993d68e710b8bc08	4f3b4635b3632e3116f1b04bcedf647016e5e3bb3aa17486c3372410f311894b	55898	2000	1	1	0	0	0	0	0	0
Assets/Collections/Sherma Cln Data/Sherma Cln.prefab	731c4793bcfe19740ad9fbb80396c214	35543c6aa6551e472d7603a85df88097c23bdeae2f69729076b09d82db42f421	174234	6230	1	1	0	0	0	0	0	0
Assets/Collections/Shield Dockworker Cln Data/Shield Dockworker Cln.prefab	8f830e9026e2fd245888325b95291ac7	ecdbd5762e3662b24bc7667588fd5976ae3c9a3e4cf4b1b0f00ae9744a86c892	90319	3222	1	1	0	0	0	0	0	0
Assets/Collections/Shot Orange Data/Shot Orange.prefab	cfc737cb55ab3884c8285d3f8ac120f4	6beedae2ce1d62fbf37d5c33a39ed9ad590d6892835201c44a473d9e405d0d09	33565	1201	1	1	0	0	0	0	0	0
Assets/Collections/Silk Boss Arm Cln Data/Silk Boss Arm Cln.prefab	02dea60f6adcc7647831d03373f7eb9f	420cb5426dedd2a66869ac7ea626efed1593b341d513ba75ad064fe3ab13a56e	8775	308	1	1	0	0	0	0	0	0
Assets/Collections/Silk Boss Cln Data/Silk Boss Cln.prefab	7c84a63c0505b6c4d9f91b188c57ade9	ef45e9ff8cbeeb300fd9b94af1c9d7d7f9961b7933a500b1092527c4cab96b25	293886	10338	1	1	0	0	0	0	0	0
Assets/Collections/Silk Boss DeathEmbrace Cln Data/Silk Boss DeathEmbrace Cln.prefab	c1f62c3e3fa63ce419120d2f40c4507d	959eca4ca8f32671ca7d834d9e76b79f5aa31bc335a467adda12744267ee7bcd	16187	570	1	1	0	0	0	0	0	0
Assets/Collections/Silk Heart Cln Data/Silk Heart Cln.prefab	b0d81555936a8244c8c8284880bfb9e8	77ce5feb97e0fd12815f4ddd7e5edd44d19b994dfa9955de88b23634819a8fb8	29635	1060	1	1	0	0	0	0	0	0
Assets/Collections/Silk Possession Cln Data/Silk Possession Cln.prefab	7b6b583e32487e54db579d0ffeb2102c	68df5c5dfa98cbf7a6fe2407873de337c71f6e80ebc91b291b9e21512a742c59	47945	1671	1	1	0	0	0	0	0	0
Assets/Collections/Slab Cloak Scene Cln Data/Slab Cloak Scene Cln.prefab	d62a31e63e4bf354c85dccd679d99173	6f0d1841785e734d58bcc5015a51a287aa5ce6ab6578962c2029400954efb319	82424	2940	1	1	0	0	0	0	0	0
Assets/Collections/Slab Fly Broodmother Cln Data/Slab Fly Broodmother Cln.prefab	eebd027349ef579498ee91ebc0d6fe71	2cb8b5178438904903e51df3750ff27abf2383895705665519ab6a7f43663141	104219	3646	1	1	0	0	0	0	0	0
Assets/Collections/Slab Fly Large Cage Cln Data/Slab Fly Large Cage Cln.prefab	5873fb0c1d3f97a49a154f0ad654b49c	be6173c21e9f909677e7d2c45d1e344241049edabeca19ecc2f5c0eda925e935	149863	5337	1	1	0	0	0	0	0	0
Assets/Collections/Slab Fly Large Dead Cln Data/Slab Fly Large Dead Cln.prefab	4351f7e2b08d3ab42a4b2057e10d7a6b	f4e6417ae5fc957c310d7459f7cfb5d35667ef0027efde2062bc4311f8b33f47	9989	355	1	1	0	0	0	0	0	0
Assets/Collections/Slab Fly Mid Cln Data/Slab Fly Mid Cln.prefab	66414be56907a424dae5129630f4175f	f5be1a1759eca8dc3e438adde1803f8775a40f69fe7ae0f6a7435aa803079e61	115882	4115	1	1	0	0	0	0	0	0
Assets/Collections/Slab Fly Vomit Cln Data/Slab Fly Vomit Cln.prefab	ee558aa5de19988409ada9b19a26ba11	deaa81bff66cf0d038c1a035ec7d1f5ba29c085237b0f6119acbd994220dc742	55451	1953	1	1	0	0	0	0	0	0
Assets/Collections/Slab Prisoner Cln Data/Slab Prisoner Cln.prefab	f26bf77fe3c031045a99ed43a43409d3	ad9ee95666364134f7b0921a425858bb033389c030bf5845c4e1969768e4aab5	87854	3128	1	1	0	0	0	0	0	0
Assets/Collections/Slab Prisoner Fly Cln Data/Slab Prisoner Fly Cln.prefab	73b9e8d7d741f4d46b4138a98d245d83	7e62c56d9b51862bb50c1d788a3722d450a977c7fbd23aeda26c7b9a47fcc76a	101170	3598	1	1	0	0	0	0	0	0
Assets/Collections/Song Administrator Cln Data/Song Administrator Cln.prefab	5a2563dd50dd23649831359136747d16	9fb3f9a9258454e1431fbaad0d82e0baac68cadfb5e1be6742df10209816d087	92800	3316	1	1	0	0	0	0	0	0
Assets/Collections/Song Automaton Ball Data/Song Automaton Ball.prefab	d8a4b5963f9b8914183f2cec69fa24eb	ba7486e7e66567da6750d8e9f51e1309157271036cc6a77aa3d4a0df711a41a8	62013	2185	1	1	0	0	0	0	0	0
Assets/Collections/Song Golem Cln Data/Song Golem Cln.prefab	74154f0cd0b5c0541a784929bd6a3974	b990c494a03dbabb91757fe7e3dca7a61e0c2ca43fce51f8d1ff53d8ec864267	111228	3927	1	1	0	0	0	0	0	0
Assets/Collections/Song Heavy Sentry Cln Data/Song Heavy Sentry Cln.prefab	351ffe12841c0d24c830d304e2710b1a	7e32e201dcaafa2083d3722ebb9e8b0f56f913213fc29b88c1b5abebd74bd601	134813	4721	1	1	0	0	0	0	0	0
Assets/Collections/Song Lever Cln Data/Song Lever Cln.prefab	af505628526519545bd361a8d79626d8	2432b670ebaedc3506ddaf3482505606a5c5764b7cde1a705c6f3745179f8a86	14125	496	1	1	0	0	0	0	0	0
