source	component_id	owner_id	owner_name	owner_hierarchy	line	target_scene	entry_point	is_door	entry_delay	always_enter_left	always_enter_right
Assets/Scenes/Hornet/Bone_02_temp.unity	7745	735	right1	Read/_Transition Gates/right1	633960	Bone_16	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_02_temp.unity	7746	1004	left1	Read/_Transition Gates/left1	634008	Bone_01c	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_02_temp.unity	7747	1240	top1	Read/_Transition Gates/top1	634056	Bone_03	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10885	89	bot1	bot1	1216003	Bone_02	top1	0	0	1	0
Assets/Scenes/Hornet/Bone_03.unity	10886	226	left2	_Transition Gates/left2	1216051	Bone_04	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10887	330	right1	right1	1216099	Bone_14	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10888	348	left4	_Transition Gates/left4	1216147	Bone_17	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10889	689	top1	top1	1216195	Bone_06	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10890	1105	left1	_Transition Gates/left1	1216243	Bellshrine	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_03.unity	10891	1344	right3	right3	1216291	Bone_10	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_04.unity	11321	254	left2	_Transition Gates/left2	1175435	Bone_11	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_04.unity	11322	497	bot2	bot2	1175483	Bone_01	top2	0	0	0	0
Assets/Scenes/Hornet/Bone_04.unity	11323	594	top1	top1	1175531	Bone_05	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_04.unity	11324	1393	right1	right1	1175579	Bone_03	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_04.unity	11325	1660	left1	_Transition Gates/left1	1175627	Bone_11	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_05.unity	7025	57	bot1	bot1	482354	Bone_04	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_05.unity	7026	157	left1	left1	482402	Mosstown_01	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_05.unity	7027	243	right1	right1	482450	Bellshrine	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_05.unity	7028	1656	door_cinematicEnd	Silk Heart Memory Return/door_cinematicEnd	482498			0	0	0	1
Assets/Scenes/Hornet/Bone_05.unity	7029	1617	door_fastTravelExit	door_fastTravelExit	482546			1	0	0	1
Assets/Scenes/Hornet/Bone_05b.unity	2744	334	top1	top1	143998	Mosstown_02	bot2	0	0	0	0
Assets/Scenes/Hornet/Bone_05b.unity	2745	545	left1	left1	144046	Mosstown_01	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_06.unity	8828	72	bot1	bot1	930098	Bone_03	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_06.unity	8829	181	left1	left1	930146	Mosstown_03	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_06.unity	8830	286	right1	right1	930194	Bone_18	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_07.unity	10504	721	right2	right2	920217	Bone_08	left3	0	0	0	0
Assets/Scenes/Hornet/Bone_07.unity	10505	1011	left1	left1	920265	Bone_14	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_07.unity	10506	1092	right1	right1	920313	Bone_08	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_07.unity	10507	1384	top1	top1	920361	Bone_19	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_08.unity	5773	55	right3	right3	404519	Ant_02	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_08.unity	5774	64	right2	right2	404567	Belltown_basement_03	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_08.unity	5775	68	bot1	bot1	404615	Bone_09	top1	0	0	1	0
Assets/Scenes/Hornet/Bone_08.unity	5776	223	left3	_Transition Gates/left3	404663	Bone_07	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_08.unity	5777	647	door1	door1	404711	Bone_12	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_08.unity	5778	921	left2	_Transition Gates/left2	404759	Bone_07	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_09.unity	8769	122	right2	right2	747029	Dock_08	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_09.unity	8770	194	left1	_Transition Gates/left1	747077	Bone_16	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_09.unity	8771	307	right1	right1	747125	Dock_08	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_09.unity	8772	469	top1	top1	747173	Bone_08	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_10.unity	9774	81	bot1	bot1	837457	Bone_02	top2	0	0	0	0
Assets/Scenes/Hornet/Bone_10.unity	9775	231	left1	left1	837505	Bone_03	right3	0	0	0	0
Assets/Scenes/Hornet/Bone_10.unity	9776	1187	door2	Black Thread States Thread Only Variant/Normal World/Caravan/Caravan_Spa/door2	837553	Room_Caravan_Spa	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_10.unity	9777	1508	right1	right1	837601	Bone_15	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_11.unity	8012	52	right2	right2	653477	Bone_04	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_11.unity	8013	389	top1	top1	653525	Mosstown_01	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_11.unity	8014	589	bot1	bot1	653573	Bone_11b	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_11.unity	8015	751	left1	left1	653621	Aspid_01	right4	0	0	0	0
Assets/Scenes/Hornet/Bone_11.unity	8016	918	right1	right1	653669	Bone_04	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_11b.unity	1618	14	right1	right1	94904	Bone_01b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_11b.unity	1619	223	top1	top1	94952	Bone_11	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_12.unity	5674	491	left1	left1	501690	Bone_08	door1	0	0	0	0
Assets/Scenes/Hornet/Bone_14.unity	7439	499	left1	left1	748462	Bone_03	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_14.unity	7440	532	right1	right1	748510	Bone_07	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_15.unity	8436	92	left1	left1	1399696	Bone_10	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_15.unity	8437	561	bot1	bot1	1399744	Bone_16	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_16.unity	8266	235	left1	left1	672019	Bone_02	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_16.unity	8267	1262	top1	top1	672067	Bone_15	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_16.unity	8268	1410	right1	right1	672115	Bone_09	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_17.unity	911	131	right1	right1	65666	Bone_03	left4	0	0	0	0
Assets/Scenes/Hornet/Bone_18.unity	3427	290	left1	left1	401023	Bone_06	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_19.unity	4329	84	bot1	bot1	236345	Bone_07	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_01.unity	5263	48	left2	left2	523906	Bellway_02	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_01.unity	5264	143	right3	right3	523954	Bone_East_12	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_01.unity	5265	402	right1	right1	524002	Bone_East_03	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_01.unity	5266	456	left1	left1	524050	Dock_01	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_01.unity	5267	588	right2	right2	524098	Dock_05	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02.unity	8194	361	top1	top1	696422	Bone_East_15	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02.unity	8195	682	right1	right1	696470	Bone_East_02b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02.unity	8196	781	left1	left1	696518	Bellshrine_05	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02b.unity	12023	1033	right1	right1	1114234	Bone_East_07	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02b.unity	12024	1534	right2	right2	1114282	Bone_East_07	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02b.unity	12025	1585	left1	left1	1114330	Bone_East_02	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_02b.unity	12026	1846	top3	top3	1114378	Bone_East_16	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_03.unity	13135	318	top1	top1	1552895	Bone_East_04	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_03.unity	13136	1097	left1	left1	1552943	Bone_East_01	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04.unity	5001	26	top2	top2	399494	Ant_05b	bot2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04.unity	5002	160	right1	right1	399542	Bone_East_15	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04.unity	5003	685	bot1	bot1	399590	Bone_East_03	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04.unity	5004	762	right2	right2	399638	Bone_East_04c	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04.unity	5005	840	left1	left1	399686	Bone_East_04b	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04b.unity	4310	94	right1	right1	343326	Bone_East_04	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04b.unity	4311	371	top1	top1	343374	Ant_05b	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04b.unity	4312	469	left1	left1	343422	Bone_East_05	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_04c.unity	2861	506	left1	left1	241577	Bone_East_04	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_05.unity	10865	849	left1	left1	1277863	Dock_01	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_05.unity	10866	1242	right1	right1	1277911	Bone_East_04b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12624	372	left2	left2	963457	Bone_East_02b	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12625	551	top1	top1	963505	Bone_East_11	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12626	870	right4	right4	963553	Bone_East_22	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12627	982	right2	right2	963601	Bellway_03	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12628	1088	left3	left3	963649	Dock_03b	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12629	1156	right5	right5	963697	Bone_East_21	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12630	1242	right3	right3	963745	Bone_East_08	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12631	1307	left1	left1	963793	Bone_East_02b	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12632	1564	left4	left4	963841	Bone_East_17	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_07.unity	12633	1570	right1	right1	963889	Bone_East_10	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_08.unity	9803	692	left1	left1	1420769	Bone_East_07	right3	0	0	0	0
Assets/Scenes/Hornet/Bone_East_08.unity	9804	975	right1	right1	1420817	Bone_East_09	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_08.unity	9805	2092	door_cinematicEnd	Silk Heart Memory Return/door_cinematicEnd	1420865			0	0	0	1
Assets/Scenes/Hornet/Bone_East_09.unity	7811	202	top1	top1	574820	Bone_East_09b	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09.unity	7812	602	left3	left3	574868	Bone_East_20	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09.unity	7813	632	right2	right2	574916	Bone_East_14	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09.unity	7814	763	left2	left2	574964	Bone_East_08	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09.unity	7815	980	right1	right1	575012	Bone_East_14	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09.unity	7816	1041	door1	door1	575060	Bone_East_Umbrella	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_East_09b.unity	7947	358	left1	left1	467356	Bellway_03	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09b.unity	7948	1119	bot1	bot1	467404	Bone_East_09	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_09b.unity	7949	1246	top1	top1	467452	Bone_East_10_Church	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10.unity	7971	448	right1	right1	646501	Bone_East_18c	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10.unity	7972	711	left2	left2	646549	Bone_East_07	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10.unity	7973	846	right2	right2	646597	Bone_East_10_Church	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10.unity	7974	897	left1	left1	646645	Bone_East_11	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10.unity	7975	1208	door1	door1	646693	Bone_East_10_Room	right1	1	0	0	0
Assets/Scenes/Hornet/Bone_East_10_Church.unity	4012	272	bot1	bot1	396224	Bone_East_09b	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10_Church.unity	4013	370	left1	left1	396272	Bone_East_10	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_10_Room.unity	2536	55	right1	right1	293522	Bone_East_10	door1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_11.unity	9371	427	top1	Greymoor Entry/top1	659585	Greymoor_01	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_11.unity	9372	1441	right2	right2	659633	Bone_East_10	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_11.unity	9373	1494	bot1	bot1	659681	Bone_East_07	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_11.unity	9374	2384	left1	Bone East 11 Cross Over Group/left1	659729	Ant_09	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_11.unity	9375	2413	right1	Bone East 11 Cross Over Group/right1	659777	Bone_East_24	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_12.unity	6676	412	left1	left1	462729	Bone_East_01	right3	0	0	0	0
Assets/Scenes/Hornet/Bone_East_12.unity	6677	1048	right1	right1	462777	Bellshrine_05	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_12.unity	6678	1101	bot1	bot1	462825	Room_Forge	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_13.unity	8521	277	left1	left1	962690	Dock_04	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14.unity	11977	162	right1	right1	1066120	Bone_East_14b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14.unity	11978	188	right2	right2	1066168	Bone_East_14b	left2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14.unity	11979	802	left2	left2	1066216	Bone_East_09	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14.unity	11980	1713	left1	left1	1066264	Bone_East_09	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14b.unity	12747	277	left2	left2	1027186	Bone_East_14	right2	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14b.unity	12748	357	left1	left1	1027234	Bone_East_14	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_14b.unity	12749	1423	door1	door1	1027282	Bone_East_LavaChallenge	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_East_14b.unity	12750	1448	right1	right1	1027330	Bone_East_Weavehome	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_15.unity	12068	1138	left1	left1	714540	Bone_East_04	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_15.unity	12069	1381	bot1	bot1	714588	Bone_East_02	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_15.unity	12070	1465	right1	right1	714636	Bone_East_17	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_16.unity	3745	261	bot1	bot1	285473	Bone_East_02b	top3	0	0	0	0
Assets/Scenes/Hornet/Bone_East_16.unity	3746	474	right1	right1	285521	Bone_East_17b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_17.unity	8715	315	left1	left1	688398	Bone_East_15	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_17.unity	8716	562	bot1	bot1	688446	Bone_East_17b	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_17.unity	8717	991	right1	right1	688494	Bone_East_07	left4	0	0	0	0
Assets/Scenes/Hornet/Bone_East_17b.unity	6798	497	left1	left1	445744	Bone_East_16	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_17b.unity	6799	857	top1	top1	445792	Bone_East_17	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18.unity	11327	167	top1	top1	718838	Bone_East_24	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18.unity	11328	700	left1	left1	718886	Bone_East_18c	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18.unity	11329	729	right1	right1	718934	Bone_East_18b	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18b.unity	16795	1255	top1	top1	1179678	Bone_East_26	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18b.unity	16796	1593	door1	Group(Split)/door1	1179726	Sprintmaster_Cave	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_East_18b.unity	16797	1710	left1	left1	1179774	Bone_East_18	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18c.unity	2151	148	right1	right1	140693	Bone_East_18	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_18c.unity	2152	159	left1	left1	140741	Bone_East_10	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_20.unity	4854	179	right1	right1	391384	Bone_East_09	left3	0	0	0	0
Assets/Scenes/Hornet/Bone_East_21.unity	738	104	left1	left1	44302	Bone_East_07	right5	0	0	0	0
Assets/Scenes/Hornet/Bone_East_22.unity	2460	63	left1	left1	266013	Bone_East_07	right4	0	0	0	0
Assets/Scenes/Hornet/Bone_East_24.unity	20900	1101	bot1	bot1	1512192	Bone_East_18	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_24.unity	20901	1232	left1	left1	1512240	Bone_East_11	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_24.unity	20902	1922	right1	right1	1512288	Bone_East_27	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_25.unity	5198	193	door1	door1	443856	Ant_Queen	left1	1	0	0	0
Assets/Scenes/Hornet/Bone_East_25.unity	5199	184	left1	left1	443904	Bone_East_27	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_26.unity	8944	62	top1	top1	673279	Bone_East_27	bot1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_26.unity	8945	1236	bot1	bot1	673327	Bone_East_18b	top1	0	0	1	0
Assets/Scenes/Hornet/Bone_East_27.unity	4609	174	bot1	bot1	400207	Bone_East_26	top1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_27.unity	4610	226	right1	right1	400255	Bone_East_25	left1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_27.unity	4611	331	left1	left1	400303	Bone_East_24	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_LavaChallenge.unity	11930	503	left1	left1	1489854	Bone_East_14b	door1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_Umbrella.unity	624	38	left1	left1	61388	Bone_East_09	door1	0	0	0	0
Assets/Scenes/Hornet/Bone_East_Weavehome.unity	8023	1196	left1	left1	444993	Bone_East_14b	right1	0	0	0	0
Assets/Scenes/Hornet/Bone_Steel_Servant.unity	4093	705	right1	right1	321513	Bonegrave	left1	0	0	0	0
Assets/Scenes/Hornet/Bonegrave.unity	12628	196	right1	right1	1224260	Bonetown	left1	0	0	0	0
Assets/Scenes/Hornet/Bonegrave.unity	12629	422	right2	right2	1224308	Bonetown	left2	0	0	0	0
Assets/Scenes/Hornet/Bonegrave.unity	12630	1169	door1	Chapel Door Control/door1	1224356	Chapel_Wanderer	left1	1	0	0	0
Assets/Scenes/Hornet/Bonegrave.unity	12631	1604	top1	top1	1224404	Crawl_07	bot1	0	0	0	0
Assets/Scenes/Hornet/Bonegrave.unity	12632	1877	left1	Steel_Servant_Tunnel/Open/left1	1224452	Bone_Steel_Servant	right1	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21590	111	bot1	bot1	1580984	Tut_03	top1	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21591	358	top5	top5	1581032	Aspid_01	bot5	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21592	448	top3	top3	1581080	Aspid_01	bot3	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21593	512	bot2	bot2	1581128	Tut_01	top1	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21594	710	right2	right2	1581176	Bone_01	left2	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21595	691	bot1 firstEntry	bot1 firstEntry	1581224	Tut_03	top1	0	0	0	1
Assets/Scenes/Hornet/Bonetown.unity	21596	1304	top2	top2	1581272	Aspid_01	bot2	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21597	1782	top4	top4	1581320	Aspid_01	bot4	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21598	2559	door1	door1	1581368	Bellway_01	left1	1	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21599	2692	left1	_Transition Gates/left1	1581416	Bonegrave	right1	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21600	2734	top1	top1	1581464	Aspid_01	bot1	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21601	2875	right1	right1	1581512	Bone_01b	left2	0	0	0	0
Assets/Scenes/Hornet/Bonetown.unity	21602	3062	left2	_Transition Gates/left2	1581560	Bonegrave	right2	0	0	0	0
Assets/Scenes/Hornet/Chapel_Wanderer.unity	10701	1565	left1	left1	996354	Bonegrave	door1	0	0	0	0
Assets/Scenes/Hornet/Chapel_Wanderer.unity	10702	2535	door_memoryEnd	door_memoryEnd	996402			0	0	0	1
Assets/Scenes/Hornet/Clover_01.unity	5332	26	left1	left1	304150	Greymoor_15b	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_01.unity	5333	899	right1	right1	304198	Clover_20	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_01.unity	5334	1282	door_wakeOnGround	door_wakeOnGround	304246			0	0	0	1
Assets/Scenes/Hornet/Clover_01b.unity	4899	248	right1	right1	290376	Clover_02c	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_01b.unity	4900	1205	door_wakeInMemory	door_wakeInMemory	290424			0	0	0	1
Assets/Scenes/Hornet/Clover_02c.unity	19277	685	right1	right1	1756077	Clover_03	left2	0	0	0	0
Assets/Scenes/Hornet/Clover_02c.unity	19278	1808	left2	left2	1756125	Clover_05c	right3	0	0	0	0
Assets/Scenes/Hornet/Clover_02c.unity	19279	1931	left1	left1	1756173	Clover_01b	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_03.unity	11286	231	left1	left1	989462	Clover_04b	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_03.unity	11287	375	left2	left2	989510	Clover_02c	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_03.unity	11288	745	right1	right1	989558	Clover_18	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_04b.unity	12411	70	right1	right1	1113794	Clover_03	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_04b.unity	12412	408	door1	palace_control/palace_top/door1	1113842	'[dynamic]'	left1	1	0	0	0
Assets/Scenes/Hornet/Clover_04b.unity	12413	589	left1	left1	1113890	Clover_11	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_04b.unity	12414	1750	left2	left2	1113938	Clover_05c	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_05c.unity	10658	17	right2	right2	759952	Clover_19	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_05c.unity	10659	388	left2	left2	760000	Clover_21	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_05c.unity	10660	819	left1	left1	760048	Clover_16	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_05c.unity	10661	1107	right1	right1	760096	Clover_04b	left2	0	0	0	0
Assets/Scenes/Hornet/Clover_05c.unity	10662	1182	right3	right3	760144	Clover_02c	left2	0	0	0	0
Assets/Scenes/Hornet/Clover_06.unity	14814	36	bot2	bot2	1146924	Clover_19	top1	0	0	0	1
Assets/Scenes/Hornet/Clover_06.unity	14815	507	bot1	bot1	1146972	Clover_16	top1	0	0	0	0
Assets/Scenes/Hornet/Clover_10.unity	13222	468	left1	left1	1462135	Clover_04b	door1	0	0	0	0
Assets/Scenes/Hornet/Clover_10_web.unity	2223	115	left1	left1	309497	Clover_04b	door1	0	0	0	0
Assets/Scenes/Hornet/Clover_11.unity	4236	146	right1	Group/right1	411948	Clover_04b	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_16.unity	14372	668	top1	top1	1128604	Clover_06	bot1	0	0	0	0
Assets/Scenes/Hornet/Clover_16.unity	14373	663	right1	right1	1128652	Clover_05c	left1	0	0	0	0
Assets/Scenes/Hornet/Clover_18.unity	15374	805	left1	left1	1508763	Clover_03	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_19.unity	4914	196	top1	top1	394188	Clover_06	bot2	0	0	0	0
Assets/Scenes/Hornet/Clover_19.unity	4915	569	left1	left1	394236	Clover_05c	right2	0	0	0	0
Assets/Scenes/Hornet/Clover_20.unity	4860	919	left1	left1	312113	Clover_01	right1	0	0	0	0
Assets/Scenes/Hornet/Clover_21.unity	7678	195	right1	right1	649428	Clover_05c	left2	0	0	0	0
Assets/Scenes/Hornet/Cog_04.unity	18236	209	right3	right3	1457937	Cog_07	left1	0	0	0	0
Assets/Scenes/Hornet/Cog_04.unity	18237	668	left2	left2	1457985	Cog_05	right2	0	0	0	0
Assets/Scenes/Hornet/Cog_04.unity	18238	713	door1	door1	1458033	Cog_Bench	left1	1	0	0	1
Assets/Scenes/Hornet/Cog_04.unity	18239	974	door2	door2	1458081	Cog_Pass	left2	1	0	1	0
Assets/Scenes/Hornet/Cog_04.unity	18240	1060	right2	right2	1458129	Cog_06	left2	0	0	0	0
Assets/Scenes/Hornet/Cog_04.unity	18241	1334	top1	top1	1458177	Cog_Dancers	bot1	0	0	0	0
Assets/Scenes/Hornet/Cog_04.unity	18242	1360	top2	top2	1458225	Cog_Dancers	bot2	0	0	0	0
Assets/Scenes/Hornet/Cog_05.unity	6702	442	right2	right2	1000313	Cog_04	left2	0	0	0	0
Assets/Scenes/Hornet/Cog_05.unity	6703	572	left1	left1	1000361	Song_09	right1	0	0	0	0
Assets/Scenes/Hornet/Cog_05.unity	6704	654	top1	top1	1000409	Cog_10	bot1	0	0	0	0
Assets/Scenes/Hornet/Cog_06.unity	3495	21	right1	right1	273248	Song_20b	left4	0	0	0	0
Assets/Scenes/Hornet/Cog_06.unity	3496	75	left2	left2	273296	Cog_04	right2	0	0	0	0
Assets/Scenes/Hornet/Cog_07.unity	7691	184	left1	left1	726728	Cog_04	right3	0	0	0	0
Assets/Scenes/Hornet/Cog_08.unity	15305	502	bot1	bot1	1459478	Cog_Dancers	top1	0	0	0	0
Assets/Scenes/Hornet/Cog_08.unity	15306	889	top1	top1	1459526	Cog_09	bot1	0	0	0	0
Assets/Scenes/Hornet/Cog_09.unity	7524	341	bot1	bot1	663011	Cog_08	top1	0	0	0	0
