source	component_id	clip_index	clip_name	frame_index	collection_guid	collection_file_id	sprite_id	trigger_event	event_info	event_int	event_float
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	35	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	3	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	4	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	5	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	6	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	5	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	6	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	1	Overhead Slash 1	7	54f59fd648450f74b963805ad63c3b6f	114724804207875695	5	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	11	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	12	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	13	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	14	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	15	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	15	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	15	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	7	54f59fd648450f74b963805ad63c3b6f	114724804207875695	15	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	2	Forward Slash 1	8	54f59fd648450f74b963805ad63c3b6f	114724804207875695	16	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	3	Block	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	21	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	3	Block	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	22	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	4	Death Air	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	24	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	4	Death Air	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	25	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	4	Death Air	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	26	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	5	Death Land	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	27	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	5	Death Land	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	28	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	5	Death Land	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	29	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	6	Evade	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	31	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	6	Evade	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	32	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	7	Dash	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	33	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	7	Dash	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	34	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	8	Dash End	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	35	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	8	Dash End	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	36	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	9	Idle	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	37	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	9	Idle	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	38	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	9	Idle	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	39	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	9	Idle	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	40	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	9	Idle	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	41	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	10	Jump	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	42	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	10	Jump	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	43	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	10	Jump	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	44	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	11	Fall	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	45	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	11	Fall	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	46	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	11	Fall	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	47	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	48	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	49	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	37	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	38	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	39	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	40	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	12	TurnToIdle	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	41	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	13	Forward Slash 2	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	17	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	13	Forward Slash 2	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	18	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	13	Forward Slash 2	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	19	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	14	Forward Slash 3	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	20	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	14	Forward Slash 3	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	20	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	14	Forward Slash 3	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	14	Forward Slash 3	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	14	Forward Slash 3	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	15	Overhead Slash 2	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	7	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	15	Overhead Slash 2	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	8	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	15	Overhead Slash 2	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	9	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	16	Overhead Slash 3	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	10	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	16	Overhead Slash 3	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	16	Overhead Slash 3	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	16	Overhead Slash 3	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	17	Block Hit	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	23	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	17	Block Hit	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	23	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	17	Block Hit	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	17	Block Hit	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	18	Recover	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	18	Recover	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	18	Recover	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	19	Jump Slash	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	19	Jump Slash	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	19	Jump Slash	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	8	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	19	Jump Slash	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	9	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	20	Evade Antic	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	20	Evade Antic	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	21	Crusted	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	52	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	22	Block Antic	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	22	Block Antic	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	53	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	51	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	50	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	30	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	51	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	50	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	23	Startle	7	54f59fd648450f74b963805ad63c3b6f	114724804207875695	53	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	53	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	51	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	50	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	30	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	51	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	50	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	7	54f59fd648450f74b963805ad63c3b6f	114724804207875695	30	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	8	54f59fd648450f74b963805ad63c3b6f	114724804207875695	51	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	9	54f59fd648450f74b963805ad63c3b6f	114724804207875695	50	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	24	Roar	10	54f59fd648450f74b963805ad63c3b6f	114724804207875695	30	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	57	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	58	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	59	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	3	54f59fd648450f74b963805ad63c3b6f	114724804207875695	56	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	4	54f59fd648450f74b963805ad63c3b6f	114724804207875695	58	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	5	54f59fd648450f74b963805ad63c3b6f	114724804207875695	56	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	25	Air Roar	6	54f59fd648450f74b963805ad63c3b6f	114724804207875695	57	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	26	TurnToBlock	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	48	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	26	TurnToBlock	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	21	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	26	TurnToBlock	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	22	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	27	Jump In	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	42	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	27	Jump In	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	43	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	27	Jump In	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	44	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	28	Dash Antic	0	54f59fd648450f74b963805ad63c3b6f	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	28	Dash Antic	1	54f59fd648450f74b963805ad63c3b6f	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Anim.prefab	114724804207875695	28	Dash Antic	2	54f59fd648450f74b963805ad63c3b6f	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	0	Antic	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	0	Antic	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	0	Antic	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	1	Overhead Slash 1	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	3	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	1	Overhead Slash 1	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	4	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	1	Overhead Slash 1	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	5	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	1	Overhead Slash 1	3	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	6	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	2	Overhead Slash 2	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	7	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	2	Overhead Slash 2	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	8	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	2	Overhead Slash 2	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	9	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	3	Overhead Slash 3	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	10	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	11	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	12	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	13	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	3	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	14	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	4	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	15	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	4	Forward Slash 1	5	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	16	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	5	Forward Slash 2	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	17	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	5	Forward Slash 2	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	18	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	5	Forward Slash 2	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	19	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	6	Forward Slash 3	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	20	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	6	Forward Slash 3	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	36	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	7	Block	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	21	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	7	Block	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	22	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	8	Block Hit	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	23	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	8	Block Hit	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	23	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	8	Block Hit	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	8	Block Hit	3	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	9	Block Antic	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	0	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	9	Block Antic	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	1	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	10	Death Air	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	24	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	10	Death Air	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	25	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	10	Death Air	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	26	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	11	Death Land	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	2	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	11	Death Land	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	63	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	11	Death Land	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	72	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	11	Death Land	3	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	61	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	0	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	111	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	1	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	112	1		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	2	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	113	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	3	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	114	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	4	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	115	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	5	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	116	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	6	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	117	0		0	0
Assets/Animations/Hornet Enemies/Coral Warrior Grey Anim.prefab	114724804207875695	12	Run	7	03b8ede214dd9f249a3e841589d4cd7b	114724804207875695	118	0		0	0
