source	component_id	owner_id	clip_index	clip_name	line	fps	wrap_mode	loop_start	frame_count	event_frames_zero_based	collection_guids
Assets/Animations/Hornet Enemies/Dock Flyer Anim.prefab	114724804207875695	1709254077376921	15	Working	495	12	0	0	4		c0d3919b199a813468a25e3c4f352c48
Assets/Animations/Hornet Enemies/Dock Flyer Anim.prefab	114724804207875695	1709254077376921	16	Sleeping	524	12	0	0	35		c0d3919b199a813468a25e3c4f352c48
Assets/Animations/Hornet Enemies/Dock Flyer Anim.prefab	114724804207875695	1709254077376921	17	Fly Out	744	15	1	2	7		c0d3919b199a813468a25e3c4f352c48
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	13	2	0	10	2	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	1	Death Air	113	12	0	1	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	2	Death Land	136	12	2	0	4		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	3	Evade	165	20	2	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	4	Leap Antic	188	12	2	0	5		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	5	Leap	223	12	3	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	6	Walk	246	15	0	0	9		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	7	Sing	305	12	1	1	4	1	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	8	Slashes	334	12	2	0	18	1|2|5|6|9|10	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	9	Stun Air	447	12	1	1	4		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	10	Stun Land	476	12	1	2	5		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	11	Stun Hit	511	12	1	2	5		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	12	Idle	546	12	0	0	5		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	13	TurnToIdle	581	12	1	2	7		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	14	Evade Antic	628	15	2	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	15	Quick Spin	651	12	2	0	13	1|4|5	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	16	Land	734	12	2	0	4		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	17	Bonk	763	12	2	0	4		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	18	Stun Recover	792	12	2	0	6		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	19	Death Hit	833	12	0	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	20	Pointing	856	12	2	4	5		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	21	RoarToIdle	891	12	1	1	6		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	22	Throw Antic	932	12	2	0	11		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	23	Throw	1003	12	1	4	7		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	24	Catch	1050	12	2	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	25	Throw Hop F	1073	12	1	5	8	1	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	26	Projectile	1126	15	0	0	3		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	27	Throw Hop B	1149	12	1	5	8	1	2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	28	Throw Bonk	1202	12	1	3	6		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Anim.prefab	114724804207875695	1709254077376921	29	Sing End	1248	12	2	0	1		2c479f8e88988d54db8df399bf998278
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	0	Leave Antic	48	12	2	0	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	1	Recover	83	12	2	0	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	2	Roar	112	12	1	2	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	3	Startle	147	12	2	3	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	4	Death Air	176	12	0	1	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	5	Death Land	199	12	2	0	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	6	Death Spear	228	30	6	0	1		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	7	Evade	239	12	2	0	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	8	Fall	262	12	0	0	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	9	Idle	285	12	0	0	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	10	Walk	320	12	0	0	9		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	11	Spear Fly	379	30	0	0	1		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	12	Spear Thunk	390	12	2	0	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	13	Spear Antic	419	20	0	0	2		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	14	Stun Air	436	12	0	0	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	15	Stun Land	459	12	1	2	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	16	Throw Antic Old	494	12	2	0	11	5	b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	17	Throw	565	15	1	2	8	3	b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	18	TurnToIdle	618	12	1	2	7		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	19	TurnToStartle	665	12	2	3	11		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	20	Bonk	736	12	2	0	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	21	Jump Antic	765	12	2	0	4		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	22	Sing	794	12	1	2	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	23	Stun Hit	829	12	1	2	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	24	Stun Recover	864	12	2	2	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	25	Death Hit	899	12	0	0	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	26	Air Spin	922	15	1	1	6		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	27	Throw Antic Q	963	12	2	0	6		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	28	Stomp Antic	1004	12	2	0	6		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	29	Stomp	1045	12	2	0	2		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	30	Stomp Land	1062	12	2	0	5		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	31	Throw Antic	1097	12	2	0	7		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	32	Jump Antic Q	1144	15	2	0	3		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	33	Throw Antic Glow	1167	12	2	0	7		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	34	Stomp Antic Glow	1219	12	2	0	6		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	35	Stomp Glow	1260	12	2	0	2		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	36	Stomp Land Glow	1277	12	2	0	2		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	114724804207875695	1709254077376921	37	Sing End	1294	12	2	1	2		b73a2c2486d0bce4093e683e05b49777
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	1	Attack	71	10	2	0	1		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	2	Death Air	82	12	0	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	3	Death Land	105	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	4	Idle	128	12	0	0	5		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	5	Pray	163	12	1	3	6		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	6	Turn	204	15	2	0	2		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	7	Walk	221	12	0	0	7		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	8	Attack Antic	268	15	2	3	8		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	9	Attack End	321	15	2	0	4		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	10	Bonk	350	15	2	0	7		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	11	Startle	397	15	2	0	5		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	12	Run	432	18	0	0	7		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	13	Dig	479	12	0	0	19	3|6|12|16	cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	14	Work	598	12	0	0	7		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	15	Head Bonk	645	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	16	Appear	668	12	2	0	7	2	cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	17	Rest	715	12	0	0	60		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	18	Wake	1080	12	2	0	6		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	19	Jump	1121	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	20	Land	1144	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	21	Leave	1167	18	2	0	7		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	22	Dig Exit	1214	12	2	0	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	23	StartleToIdle	1237	12	1	5	10		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	24	Sauna Idle Left	1302	12	0	0	41		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	25	Sauna Talk Left Enter	1553	12	2	2	2		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	26	Sauna Talk Left	1570	12	0	2	5		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	27	Sauna Sing Left	1605	12	1	2	6		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	28	Sauna Turn Right	1646	12	2	2	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	29	Sauna Turn Left	1669	12	2	2	3		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	30	Sauna Idle Right	1692	12	0	2	39		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	31	Sauna Sing Left End	1931	12	2	2	2		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	32	Sauna Talk Left Exit	1948	12	2	2	2		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	114724804207875695	1709254077376921	33	Sauna Startle Left	1965	12	2	2	11		cdb1a9eccedccb84ca9dd932213baff4
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	2		cd8e421e219a8324aa8b6bea8b2b3fee
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	114724804207875695	1709254077376921	1	Death Air	65	12	0	0	3		cd8e421e219a8324aa8b6bea8b2b3fee
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	114724804207875695	1709254077376921	2	Death Land	88	12	2	0	5		cd8e421e219a8324aa8b6bea8b2b3fee
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	114724804207875695	1709254077376921	3	Fly	123	12	0	2	5		cd8e421e219a8324aa8b6bea8b2b3fee
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	114724804207875695	1709254077376921	4	TurnToFly	158	24	1	6	16		cd8e421e219a8324aa8b6bea8b2b3fee
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	1	Death Air	83	12	0	0	2		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	2	Death Land	100	12	2	0	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	3	Idle	135	12	0	0	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	4	Leap	170	12	1	4	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	5	Turn	211	12	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	6	Clamber	252	12	1	1	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	7	Sleep	293	12	2	0	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	8	Wake	328	15	2	0	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	9	Land	363	12	2	0	3		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	10	Quick Turn	386	20	2	0	3		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	11	Skid Turn	409	15	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	12	Fall	450	12	0	2	3		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	13	Corner	473	12	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	14	Leap Over	514	12	1	4	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	15	Corner Q	549	16	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	16	Scrabble	590	12	0	1	4		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	17	Scrabble Leap Antic	619	12	2	0	2		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	18	Bark	636	12	1	2	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	19	TurnToBark	671	12	1	2	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	20	Bark End	706	15	2	0	2		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	21	Sleep Loop	723	12	0	0	57		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	22	Run	1070	12	0	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	23	TurnToIdle	1111	12	1	2	7		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	24	Hop Antic	1158	12	2	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	25	Hop Land	1169	15	2	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	26	Hop	1180	12	0	0	4		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	27	Bark Horizontal	1209	12	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	28	Turn Q	1250	12	2	0	2		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	29	HopOver Antic	1267	12	2	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	30	Scrabble Impact	1278	12	6	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	31	Run In	1289	12	6	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	32	TurnToRun	1300	12	1	2	8		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	33	Grab Air	1353	12	1	2	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	34	Grab Land	1388	12	2	2	5		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	35	Grab End	1423	12	2	2	9		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	36	Death Caged	1482	12	2	0	6		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	37	Retreat	1523	12	0	0	4		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	38	Retreat Antic	1552	15	2	0	3		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	39	TurnTo Retreat Antic	1575	15	2	0	4		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	114724804207875695	1709254077376921	40	Death Guts Collect	1604	12	2	0	1		b4cdb5d8f467b5e4fac9b96179ddcf17
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	0	Death Air	48	12	0	1	3		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	1	Death Land	71	18	2	0	4		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	2	Flounder	100	12	0	0	8		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	3	Grab	153	12	2	0	5		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	4	Grab Land	188	12	2	0	1		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	114724804207875695	1709254077376921	5	Leap	199	12	0	0	4		f793308f83bf1c444a57d228b3e4763b
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	114724804207875695	1709254077376921	0	Slash Antic	48	12	2	0	8		7c3c23ab2fc5b764daf6a67628147ef8
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	114724804207875695	1709254077376921	1	Alert	101	12	2	0	6	3	7c3c23ab2fc5b764daf6a67628147ef8
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	114724804207875695	1709254077376921	2	Antic	142	12	2	0	3		7c3c23ab2fc5b764daf6a67628147ef8
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	114724804207875695	1709254077376921	3	Death Air	165	12	0	0	2		7c3c23ab2fc5b764daf6a67628147ef8
